Username,Review,date,Rating,Total
Binali Y.,Ich bin zufrieden mit Ergo,10/16/2018 11:15,5,5
Mohamed R.,Es ist günstig. Und umkompliziert,10/16/2018 10:45,5,5
Juergen H.,einfach und günstig,10/16/2018 10:34,5,5
Fernando p.,Super Preis leistung.,10/16/2018 10:29,5,5
birgit k.,Preis - Leistung,10/16/2018 10:26,5,5
Michael L.,alles unkompliziert; Beitrag ist zum letzten Jahreswechsel sogar leicht zurückgegangen...,10/16/2018 9:52,5,5
Vitor Pedro P.,Alles gute!,10/16/2018 9:26,5,5
Alexander W.,sehr gut,10/16/2018 9:20,5,5
Harald F.,top,10/16/2018 9:07,5,5
Zarina H.,"Preis/Leistung passt wunderbar, so wie es sein soll.",10/16/2018 9:04,5,5
Bernhard L.,"Schneller Vertragsabschluss, Prämie",10/16/2018 9:03,5,5
Anna C.,Schnelle Abwicklung,8/8/2019 10:12,5,5
Anna C.,Die rasche Erledigung,8/8/2019 10:12,5,5
Robert H.,problemlos bisher,7/27/2019 11:02,4,5
Klaus G.,Servicequalität,7/24/2019 11:48,5,5
Daniela S.,Preis/Leistung ist sehr gut,7/18/2019 14:54,5,5
Rafail R.,Sehr gut,7/14/2019 22:36,4,5
Steffen O.,"Alles war unkompliziert , aber der Preis war zu hoch",7/5/2019 13:40,5,5
Puszta D.,Alles gute,7/3/2019 19:12,4,5
Maike S.,"unfallfrei gefahren, deshalb keine Beurteilung möglich.",6/28/2019 13:54,5,5
Stefanie H.,Schadensabwicklung verlief problemlos. Die Dame am Telefon war sehr freundlich und auf Nachfrage bzgl unverständlichen Dingen wurde verständlich und ausführlich geantwortet. Auch der Schriftverkehr verlief problemlos und informativ.,6/27/2019 21:40,5,5
Stefanie H.,Telefonische Umstellung auf ein neues Auto wurde problemlos abgewickelt inklusive Beratung.,6/27/2019 21:40,4,5
Christian W.,"Ich kann die EUROPA nicht weiterempfehlen, weil sie zwar erst günstig war, aber wenn man da nicht kündigt, steigt der Preis deutlich an. Also Finger weg oder, wenn überhaupt, rechtzeitig kündigen. Weiterempfehlen werde ich die EUROPA-KfZ-Versicherung auf keinen Fall, denn die Grundtugend Treue wird hier nicht belohnt, und das halte ich für ethisch sehr verwerflich.",6/27/2019 14:22,1,5
Stefan G.,Xcv,6/18/2019 13:51,5,5
Richard Charles v.,"Unkompliziert, freundliche Mitarbeiter nur zum empfehlen",6/16/2019 23:41,5,5
Huan S.,Teuerer als vergleichbare Versicherungen,6/12/2019 14:18,3,5
Elena Madalina L.,Gute Service Qualität,6/9/2019 14:43,5,5
Nathalie H.,"Unterlagen sehr gut zu verstehen, Mitarbeiter zuvorkommend und freundlich.",6/3/2019 16:04,5,5
Kamil Frank B.,"Das Sie für mich bezahlbar ist. (win/win)
Die Jahre vergehen, doch die Beiträge sind fast gleich geblieben.",5/28/2019 20:39,4,5
Bozidar D.,Serviceqälitat. Ich bin nicht zufrieden.,5/18/2019 15:29,1,5
Thomas L.,"Sehr zuverlässig, immer freundlich und machen alles möglich ohne viel papierkram ihr seid klasse! Weiter so",5/13/2019 14:36,5,5
KALMAN C.,"A:genaue informationen,B:höhere monatliche Gebühr",5/12/2019 16:11,4,5
Rudi B.,alles ok bis jetzt,5/9/2019 15:58,4,5
Joanna L.,Günstig,5/6/2019 17:32,5,5
Marek S.,Ich bin sehr zufrieden und habe ich weiter empfohlen.,5/3/2019 23:55,5,5
Irene I.,Preis,4/30/2019 16:24,4,5
Daniel S.,"Positiv: Höhe der Abdeckung sehr hoch.
Anfänglicher Kosten gering. 
Negativ: Zügige Erhöhung der Preise.",4/28/2019 14:12,4,5
Christoph B.,"Bin bisher zufrieden, hatte aber auch noch keinen Schadensfall. Folglich kann ich bzgl. Des Service nichts beurteilen.",4/28/2019 13:50,4,5
Egidio Q.,Sehr gute Abwicklung und günstig,4/21/2019 20:35,4,5
Till Z.,Der Preis war abzocke.,4/20/2019 16:47,2,5
Till Z.,Top Geisterservice,4/20/2019 16:47,5,5
Ergjun D.,Jedes jahr wurde die autoversicherung teuerer😔😔,4/14/2019 14:41,2,5
Julia R.,Schnell und unkompliziert,4/11/2019 9:33,5,5
Wioletta F.,Sehr gut.,4/11/2019 0:40,4,5
Fabian V.,"Antwort auf Mails am nächsten Tag, der freundliche Service.",4/10/2019 15:43,5,5
Manuel B.,Hatte einen Unfall und der Schaden wurde komplikationslos behoben,3/25/2019 5:56,5,5
Manuel B.,Das sich jemand sofort um die Angelegenheit gekümmert hat,3/25/2019 5:56,5,5
Simon B.,Unkompliziert,3/14/2019 15:09,5,5
Britta S.,Verständlichkeit unterlagen. Gutes preis leidtungsverhältnis,3/7/2019 14:43,5,5
Uwe P.,"Service ist gut ein Anruf und die Rate angeapasst!

Musste nicht wechseln, alles Super",3/4/2019 9:15,5,5
Dejan D.,Zu lange bearbeitungszeit,3/2/2019 15:39,3,5
Marcus R.,bester und niedrigster preis,3/1/2019 8:08,5,5
Stefanie C.,ist gestiegen.schade,2/27/2019 13:47,1,5
Adam R.,"Im 1. Jahr günstig, im Folgejahr nicht nachvollziehbare Prämienerhöhung.",2/26/2019 20:13,2,5
Volker H.,"- unzureichende Komunikation und Schadensregulierung (und damit 
   verbundene Tariferhöhung)
= ""Schaden beim ""Unfallgegner"" war definitiv keiner, trotzdem Bezahlung
     durch EUROPA-Versicherung",2/25/2019 17:20,1,5
Dominik F.,"Gut gefallen: ich bekam keine Nachfragen wie es passiert ist ect. Ich habe das Schreiben der Polizei zur Versicherung geschickt und damit war es für mich erledigt.

Nicht gut gefallen: Zum einen habe ich keine Meldung bekommen das der Schaden beim Gegner ausgeglichen wurde. Zudem wurde ich für das Jahr 2019 höher gestuft in der SFK, obwohl dieser Unfall ein Parkrempler war. Kein Personenschaden, eine kleine Delle und Kratzer mehr war nicht und meine in den letzten Jahren erarbeitete (kein Unfall seit 2011 nach Führerschein erhalt) SFK ist sehr tief gerutscht, das fand ich nicht gut, es ist mein erster Unfall gewesen überhaupt.",2/23/2019 14:14,5,5
Dominik F.,"Gut gefallen: Schnelle Zusendung der Unterlagen, gute Kommunikation.

Nicht gefallen: Gibt nichts was mir jetzt auf die Schnelle einfällt, ist eine recht gute Versicherung.",2/23/2019 14:14,4,5
Lukas P.,Leihwagen war das einzig positive,2/22/2019 14:15,3,5
Lukas P.,"Sehr schlechter Service, unfreundliches Personal",2/22/2019 14:15,1,5
Vera P.,Gut gefallen 😃👍,2/21/2019 15:22,5,5
Gerd M.,alles super,2/18/2019 7:58,4,5
Christian W.,"Ich kann die EUROPA nicht weiterempfehlen, weil sie zwar erst günstig war, aber wenn man da nicht kündigt, steigt der Preis deutlich an. Also Finger weg oder, wenn überhaupt, rechtzeitig kündigen. Weiterempfehlen werde ich die EUROPA-KfZ-Versicherung auf keinen Fall, denn die Grundtugend Treue wird hier nicht belohnt, und das halte ich für ethisch sehr verwerflich.",6/27/2019 14:22,1,5
Bozidar D.,Serviceqälitat. Ich bin nicht zufrieden.,5/18/2019 15:29,1,5
Stefanie C.,ist gestiegen.schade,2/27/2019 13:47,1,5
Volker H.,"- unzureichende Komunikation und Schadensregulierung (und damit 
   verbundene Tariferhöhung)
= ""Schaden beim ""Unfallgegner"" war definitiv keiner, trotzdem Bezahlung
     durch EUROPA-Versicherung",2/25/2019 17:20,1,5
Lukas P.,"Sehr schlechter Service, unfreundliches Personal",2/22/2019 14:15,1,5
Christopher R.,Wird fast 100 € teurer obwohl sf weniger und Prozente auch 😞,12/6/2018 17:17,1,5
Danica T.,Ich würde angelogen und jetzt warte ich über drei Wochen auf Antwort von euch.,12/6/2018 14:39,1,5
Aram Jalal Khallat K.,Hat mir nix gefallen sehr teuer,11/12/2018 21:04,1,5
Sefa Ö.,"Antworten auf Fragen ungenau. Man kriegt Antworten nur postalisch und deswegen sehr spät! Aus meinem Konto sind extra Betrage abgezogen. Das monatliche Gebühr ist erhöht, ohne einen Grund zu nennen. Es gibt nichts zu empfehlen.",11/7/2018 14:19,1,5
Frank H.,Abwicklungsverlauf ist total überzogen,10/25/2018 14:09,1,5
Frank H.,Abwicklungsverlauf ist total überzogen,10/25/2018 14:09,1,5
michael z.,Viel zu teuer für dieses kleine auto,10/18/2018 13:14,1,5
Rene T.,Der Schaden wurde innerhalb von 4 Wochen nicht reguliert und ist bis jetzt auch noch nicht reguliert...,10/16/2018 18:26,1,5
Marcel S.,"- Keine Information über den Ausgang des Sachverhalts und die damit verbundene Erhöhung meiner Beiträge (die neuen Beiträge konnte ich erst der neuen Jahresrechnung entnehmen, auch hier jedoch ohne Begründung für die Erhöhung)
- Keine Begutachtung",9/18/2018 8:03,1,5
Dany S.,Service. Vertrag.,7/21/2018 12:02,1,5
Qusai K.,sehr schlechte Firma,6/30/2018 4:33,1,5
Denis H.,Es war alles einfach und schnell . Nur ist der Preis für mich etwas zu hoch,5/23/2018 13:30,1,5
Shakirullah N.,War alles nicht gut,4/20/2018 13:10,1,5
Nader A.,"Ich habe gute Preis genommen, und dann",4/16/2018 11:52,1,5
Aram Jalal Khallat K.,😃😃,3/15/2018 0:51,1,5
Frank S.,Vertragswerkstatt in Rostock obwohl die gleiche Leistung im Fachbetrieb vor Ort billiger gewesen wäre,3/3/2018 11:13,1,5
Saado C.,Ganz schlechter Services würde es nicht weiter empfehlen und würde selber auch nicht mehr da hin .,12/25/2017 11:30,1,5
Sonja Elisabeth B.,Danach die Kündigung bekommen,12/1/2017 12:09,1,5
Daniela S.,"Katastrophale Beratung am Telefon. Ich wusste drei Wochen lang nicht, ob ich schon (ohne Police) den vollen Kaskoschutz habe. Die Dame von der Europa meinte lapidar,""sie können schon rumfahren mit dem Auto.."" als ich dann meinte: ""heisst das ich habe auch Kasko Schutz?"" meinte sie nein, den haben sie nicht. Und am Freitag Abend arbeitet dort niemand mehr. Obwohl das Call Center bis 19.00 Uhr besetzt sein soll, war ich um 18.20Uhr  30 Minuten in der Warteschleife...Das kann mir keiner erzählen, dass da so viele Leute angerufen haben.",11/10/2017 10:45,1,5
Maurizio Karl F.,Gut ist der Preis. Schlecht dagegen ist der Service am Telefon. Zu lange Wartezeiten geht heute gar nicht!,11/3/2017 17:08,1,5
Mohamad Firas A.,da haben mir später mit vertrag mir geld zu zhalen,11/2/2017 16:03,1,5
Roswitha S.,"keine genauen Infos über Schadensabwicklung
Abzüge bei der Schadensregulierung",10/23/2017 12:34,1,5
Roswitha S.,sehr schlechte Schadensabwicklung,10/23/2017 12:34,1,5
Fischbacher C.,"Bei einem Einbruchsschaden keine Haftung übernommen weil keine ""fest verbauten Teile"" entwendet wurden.",10/21/2017 13:36,1,5
Yavuz U.,"Ich Hattet ein full casko autoversicherung,  Ich hab ein unfall gehabt Und bis Jetzt Hat Europa nicht bezahlt !! Scheibe versicherung!!",10/19/2017 11:58,1,5
Yavuz U.,"Ich Hattet ein full caseco autoversicherung,  Ich hab ein unfall gehabt Und bis Jetzt Hat Europa nicht bezahlt !! Scheibe versicherung!!",10/19/2017 11:58,1,5
darcel john steed dad K.,Das Verhältnis Qualität - Preis ist mega schlecht. Nicht zu empfehlen.,10/16/2017 21:40,1,5
Christoph S.,"nicht gefallen,ab 2016 beitrags erhöhung",10/15/2017 19:38,1,5
Karolina W.,nicht zufrieden! Hier wurden schaden behebungen nicht in den Stammdaten aktualisiert und sich den Wagen anschauen das der Wagenschaden behoben wurde war man auch nicht bereit zu!,10/10/2017 11:26,1,5
Peggy L.,"Wir wollten ein Motorrad versichern, erst war alles ok und nach der Anmeldung wurde uns Betrug vorgeworfen. Das war das Allerletzte auch wenn die preiswert ist, mein Fazit FINGER WEG",10/5/2017 17:28,1,5
Herbert K.,"Unkonziliant bei Vertragsänderung, neue (andere) Versicherung war deutlich günstiger.",10/5/2017 15:35,1,5
Sarah-Annabelle L.,"Sehr schlechte Kommunikation. 
Mitarbeiter die den Beruf verfehlt haben.
Viel Ärger",10/4/2017 9:32,1,5
Mohd Amri Firdaus M.,bei Abmeldung der Versicherung hat viel schiff gelaufen.,10/4/2017 5:24,1,5
Sylvie R.,Halten sich nicht an telefonisch getroffenen Absprachen - unfreundlicher Service,10/3/2017 17:59,1,5
Michaela H.,Nichts,10/3/2017 15:16,1,5
Fabian F.,schlechter Service!,10/3/2017 13:46,1,5
Peter O.,"Schlecht ist, dass bestimmte Dinge immer auf dem Rücken des Kunden ausgetragen werden",10/3/2017 7:57,1,5
Uwe S.,nix,10/2/2017 22:35,1,5
Udo W.,"Für ein abgemeldetes Fahrzeug Beitrag abgebucht und danach nur noch Probleme.  Mailanfragen dazu werden ignoriert.

Bis froh das versicherte Fahrzeug umgehend abmelden zu können.

Aus früher drei Fahrzeugen ist nur doch das letzte Fahrzeug versichert. s.o. 

Der Rest läuft problemlos bei anderen Versicherern.",10/2/2017 22:14,1,5
Dagmar H.,Der Kundenservice und die Schäden Abwicklung ist richtig schlecht,10/2/2017 18:46,1,5
Mahmut O.,Leider gar nichts,9/15/2017 10:30,1,5
Till Z.,Der Preis war abzocke.,4/20/2019 16:47,2,5
Ergjun D.,Jedes jahr wurde die autoversicherung teuerer😔😔,4/14/2019 14:41,2,5
Adam R.,"Im 1. Jahr günstig, im Folgejahr nicht nachvollziehbare Prämienerhöhung.",2/26/2019 20:13,2,5
Michal S.,"Leider nach paar Monaten um 20€ teurer geworden, anstatt billiger zu werden.",1/23/2019 19:47,2,5
Jörg B.,Kaum Kontakt,11/25/2018 20:34,2,5
Ina P.,"Preis ist ok, war auch im Folgejahr nicht erhöht.
Nicht gefallen: neues Fahrzeug wäre sehr teuer gewesen, deshalb habe ich dafür eine andere Versicherung... Außerdem gabe es Probleme bei Abmeldung eines verkauften Fahrzeuges mit schlechtem Telefonerfahrungen.",10/16/2018 17:47,2,5
Markus Z.,Hat mir nicht gefallen!,10/16/2018 17:46,2,5
Daniela Katharina S.,Gut ist der günstige Preis... Leider werden dagür bei der Kundenbetreuung abstriche gemacht.,9/21/2018 13:20,2,5
Marcel S.,"Gut: Günstige Beiträge
Schlecht: Abwicklung im Schadensfall",9/18/2018 8:03,2,5
Sofian E.,Schlechte Erreichbarkeit des Kundenservice,9/15/2018 1:44,2,5
Sofian E.,"sehr lange Bearbeitungsdauer, unzuverlässige Aussagen, unzuverlässige Mitarbeiter, Anliegen wird nicht wie vereinbart erledigt sondern erst nach mehrmaligem anrufen",9/15/2018 1:44,2,5
Katya D.,teuer,6/14/2018 15:20,2,5
Marin M.,Nach dem erstem Jahr wurden gleich um die 100 Euro drauf geschlagen.  Andere Erfahrungen habe ich nicht gehabt,5/25/2018 12:50,2,5
Luca A.,Sofortige Kündigung vom Versicherer nach meinem aller ersten kleinen Unfall nach knapp 2 Jahren,3/18/2018 11:51,2,5
Alina H.,Man kann die Versicherung telefonisch nie erreichen.,3/14/2018 10:35,2,5
muazzam i.,"Helplines sind sehr beschäftigt. Sei jedes Mal ehrlich, ich werde mehr als 15/20 Minuten warten.",2/18/2018 13:52,2,5
Abdul A.,Es ist einfach zu teuer,2/7/2018 11:01,2,5
Siegmar M.,Service ist nicht so gut  am Telefon ist Man nur in der Warteschleife wenn man  fragen hat.,1/30/2018 19:38,2,5
Roland H.,"Nur negativ, nie tel. erreichbar und per Mail lange Wartezeit auf Antwort",11/5/2017 16:36,2,5
Fischbacher C.,"Keine Regulierung des vollen Schadens, da bei einem Einbruch keine ""fest verbauten Teile"" entwendet wurden. Im Kleingedruckten steht ein Einbruch wird nur als solcher reguliert wenn fest verbaute Teile des Autos entwendet wurden. Unverschämt.",10/21/2017 13:36,2,5
Henrike P.,Musste mit Hagelschaden zu Werkstatt/Gutachter 1 Stunde entfernt. Werkstatt unseriös. Kostenvoranschlag erst nach 2 Monaten und um die Hälfte niedriger als tatsächliche Kosten in Markenwerkstatt.,10/16/2017 11:04,2,5
Pietro D.,Erstes Jahr gut. Zweites Jahr 18% teurer. Bin gespannt auf das Dritte Jahr.,10/3/2017 7:07,2,5
Okan S.,Lassen sich sehr viel Zeit was zu langem Nutzungsausfall führt!,9/21/2017 10:35,2,5
Susanne G.,siehe oben,9/11/2017 8:13,2,5
Susanne G.,"im August 2016 habe ich beim Einparken einen Passat geschrammt. Den Schaden habe ich gemeldet. Von der Versicherung erfolgte keinerlei weitere Information, sondern ich wurde kommentarlos zum 1.1.17 auf 100 % hochgestuft. Meine telefonische Rückfrage ergab, dass der Schaden am Passat angeblich 6000 € betragen hatte. Meine Zweifel an der Höhe des Schadens wurden mit dem Hinweis beantwortet, es seien Mietwagen- und Anwaltskosten dazugekommen. Die gesamte Auskunft fand unfreundlich statt.",9/11/2017 8:13,2,5
Andrea W.,"derPreis war verlockend, aber der Service um Vertragsdaten zu ändern hat mir nicht gefallen",9/1/2017 19:23,2,5
Kai G.,Umständlich und langwierig,9/1/2017 18:13,2,5
Kai G.,Sehr umständliche Schadensabwicklung bei nur einem Austuasch einer Windschutzscheibe.....will soll es erst einmal ablaufen wenn was richtiges passiert ist....,9/1/2017 18:13,2,5
Wayne R.,Preis,8/21/2017 9:39,2,5
Huan S.,Teuerer als vergleichbare Versicherungen,6/12/2019 14:18,3,5
Dejan D.,Zu lange bearbeitungszeit,3/2/2019 15:39,3,5
Lukas P.,Leihwagen war das einzig positive,2/22/2019 14:15,3,5
Nikolaos Z.,Hat nicht gefallen das am 2019 mehr bezahlen habe,2/10/2019 14:29,3,5
Steffen M.,"Erreichbar ist Klasse, Preiserhöhung trotz unfallfreiem Fahrens ist ne Frechheit",2/10/2019 14:01,3,5
Anja G.,Freundliche Mitarbeiter. Jedoch lohnt es sich angeblich bei Vollkasko ohne Selbstbeteiligung nicht die Versicherung bei schadenunter 1500 Ei zuschalten. Das ist merkwürdig wozu hat man sie sonst.,1/25/2019 19:58,3,5
Rupa I.,",,,,",1/6/2019 15:11,3,5
Christian K.,"Sie tun so als würden sie großen service anbieten, doch auf Schriftliche Anfragen wird teils überhaupt nicht reagiert.",12/19/2018 14:54,3,5
Daniel D.,Leider sehr teuer,11/16/2018 21:27,3,5
Pawel B.,Ich habe keine Fall zum bearbeite da von einfach ein Versicherung,11/12/2018 15:25,3,5
Janiene B.,"Nun, ich hatte eine kaputte Scheibe 
Aber ich hab keinerlei Info erhalten, ob alles seine Richtigkeit hat",11/2/2018 12:59,3,5
Laurentiu Marian L.,Nicht Professionelle,10/26/2018 13:19,3,5
Matthias S.,trotz nachweislich deutlich günstigerer Reparaturmöglichkeit via Fachwerkstatt besteht die Versicherung auf ihrem Vertragspartner. Schade.,10/25/2018 21:21,3,5
Marcel G.,Bis jetzt sehr kompetent u günstig,10/25/2018 14:07,3,5
Manuela R.,noch nicht abgeschlossen,10/20/2018 9:25,3,5
Hanie M.,Kein Kontakt bisher mit dennen gehabt.,10/19/2018 15:50,3,5
Peter W.,"- guter Preis
- besonders schlechter Kundendienst",10/18/2018 17:02,3,5
Annette S.,Verständlichkeit der Unterlagen,10/18/2018 6:40,3,5
Ngoc Chat L.,"Gut, güntige ,",10/18/2018 4:56,3,5
El habib H.,Preis,10/17/2018 14:52,3,5
Vanessa E.,Kündigung nach 2 kleinen Teilkaskoschaden,10/17/2018 11:44,3,5
Mohsin Ali S.,Dauert sehr läng auf eine antwort auf Email zu kommen. Geschätzte Berechnung kommt dannach ende November.,10/16/2018 18:21,3,5
Uwe K.,Hatte noch nicht die Möglichkeit sie zu nutzen,10/16/2018 9:25,3,5
Irmgard Marie-Luise K.,"Da ich sie nicht gebraucht habe, kann ich es nicht beurteilen..",9/10/2018 12:10,3,5
Norbert K.,"Ich habe keine Erfahrung gemacht. Kein Schaden Keine Probleme.....
Probleme tauchen meist erst auf wenn es einen Schaden gibt. Da sind alle gleich.",9/2/2018 12:11,3,5
Sandra P.,"Hatten einen Steinschlag und ich war der Meinung, wir hätten freie Werkstattwahl, da ich dies online angeklickt hatte... am Telefon meinte man dann, nein, das ginge nicht und ich müsste meinen Termin absagen... jedoch haben die auch direkt wen kommen lassen, so, dass ich mich, um einen neuen Termin, einer Vertragswerkstatt, nicht bemühen musste",7/28/2018 12:36,3,5
Adem Ö.,"Der preis ist sehr gut.
Eigentlich kann ich nichts negatives sagen,auser das der beitrag nach einem jahr ca.um  4€ gestiegen ist.",7/16/2018 0:12,3,5
Marina D.,"obwohl ich nicht schuld war., ohne Beweismaterial und Ahnung erhöten sich meine 'Prozente von 45 auf ganze 70 %",6/25/2018 15:27,3,5
Benedikt H.,läuft noch,6/10/2018 19:31,3,5
Mhd Giath A.,Sehr Teuer,5/1/2018 12:11,3,5
Parvaneh Z.,"Sobald es zur Regulierung kam,  wurde gekündigt.  Regulierung hat stattgefunden.",4/26/2018 13:07,3,5
mhd nour h.,gut aber teuer geld,4/11/2018 12:02,3,5
Stefan W.,Es gab keine besonderen Auffälligkeiten. Im Endeffekt wurde die Versicherung über Check24 unproblematisch vereinbart und im Laufe dessen ist nichts groß passiert.,3/29/2018 10:55,3,5
Mathias D.,Preis,3/23/2018 10:52,3,5
Mostafa E.,"Nicht gut gefallen

-  unhöflicher Umgang mit den Kunden 
- keine Hilfe Leistung bei Probleme sondern nur fordern können sie gut aber wenn die Fehler machen verneinen sie das",3/12/2018 14:23,3,5
Petar L.,"Es war schnell und unkompliziert. Die Unterlagen kamen zeitnah mit der Post. In wieweit die Versicherung mit ihren Leistungen Punkten kann, wird sich in der Zukunft zeigen.",2/15/2018 15:50,3,5
René P.,"Gut: unkomplizierter Abschluss 
Nicht gut: Keine Rückmeldung seitens der Versicherung über Eingang des Antrages.",2/9/2018 11:15,3,5
Jürgen H.,"günstigste Versicherung, tel. gut erreichbar, reibungsloser Wechselablauf.",2/4/2018 16:45,3,5
Anika V.,Ist mir derzeit noch nicht bewusst,2/4/2018 14:42,3,5
Reinhilde S.,Antragsprozess wird digital nur ungenügend unterstützt,1/31/2018 9:20,3,5
Nicolai Alexej L.,"Der Preis war i.O., sonstige Leistungen wurden nicht in Anspruch genommen - deshalb ist die Meinung indifferent.",1/31/2018 0:25,3,5
Adelheid Katharina B.,"in 2016 bis 2017 zum Superpreis, ab 2018 erheblich teurer, daher hab ich gewechselt",1/4/2018 10:38,3,5
Han F.,Preis,12/23/2017 4:52,3,5
Piotr Zbigniew K.,Nicht gefallen - ab Januar neue hochste Preise !!!,12/9/2017 16:03,3,5
Patrizia G.,Schlechte Kommunikation mit dem Kunden!,12/4/2017 10:34,3,5
Karl Ludwig M.,"Da ich zum ersten Mal mit der Euopa Versicherung zu tun habe,fällt mir eine optimale Beurteilung schwer.Erst im Schadensfall erkennt man eine gute Versicherung.",11/23/2017 8:01,3,5
Zidlewitz F.,Teurer als die meisten,10/29/2017 10:34,3,5
Sebastian S.,Zu teuer,10/27/2017 11:25,3,5
Constanze W.,"Das man verschiedene Optionen verglichen konnte, der Preis, das alles reibungslos geklappt hat ( kein nachfragen, keine Korrektur, keine Unklarheiten).",10/16/2017 13:00,3,5
Henrike P.,Auch im zweiten Jahr vernünftige Preise,10/16/2017 11:04,3,5
Robert H.,problemlos bisher,7/27/2019 11:02,4,5
Rafail R.,Sehr gut,7/14/2019 22:36,4,5
Puszta D.,Alles gute,7/3/2019 19:12,4,5
Stefanie H.,Telefonische Umstellung auf ein neues Auto wurde problemlos abgewickelt inklusive Beratung.,6/27/2019 21:40,4,5
Kamil Frank B.,"Das Sie für mich bezahlbar ist. (win/win)
Die Jahre vergehen, doch die Beiträge sind fast gleich geblieben.",5/28/2019 20:39,4,5
KALMAN C.,"A:genaue informationen,B:höhere monatliche Gebühr",5/12/2019 16:11,4,5
Rudi B.,alles ok bis jetzt,5/9/2019 15:58,4,5
Irene I.,Preis,4/30/2019 16:24,4,5
Daniel S.,"Positiv: Höhe der Abdeckung sehr hoch.
Anfänglicher Kosten gering. 
Negativ: Zügige Erhöhung der Preise.",4/28/2019 14:12,4,5
Christoph B.,"Bin bisher zufrieden, hatte aber auch noch keinen Schadensfall. Folglich kann ich bzgl. Des Service nichts beurteilen.",4/28/2019 13:50,4,5
Egidio Q.,Sehr gute Abwicklung und günstig,4/21/2019 20:35,4,5
Wioletta F.,Sehr gut.,4/11/2019 0:40,4,5
Dominik F.,"Gut gefallen: Schnelle Zusendung der Unterlagen, gute Kommunikation.

Nicht gefallen: Gibt nichts was mir jetzt auf die Schnelle einfällt, ist eine recht gute Versicherung.",2/23/2019 14:14,4,5
Gerd M.,alles super,2/18/2019 7:58,4,5
Steven C.,"Gute Kommunikation
Prompter Service",2/16/2019 17:11,4,5
Shyar A.,Erreichbarkeit,2/14/2019 15:43,4,5
Dennis G.,"Bis jetzt noch keine Erfahrung was Unfall betrifft, aber der Telefon Service ist sehr gut!",2/8/2019 14:07,4,5
David E.,"Vertragsunterlagen brauchten etwas länger, aber die Schadenabwicklung war problemlos. Mitarbeiter sind stets freundlich und helfen, wo sie können. Leider kommt man telefonisch nicht immer durch.",2/3/2019 23:25,4,5
Vasilica S.,Ich kann nicht sagen,2/2/2019 9:59,4,5
Lysann M.,alles gut aber ist halt teurer geworden,1/28/2019 22:22,4,5
Enrico P.,Preis/Leistung stimmen,1/23/2019 12:57,4,5
Klaas S.,"Bis jetzt läuft alles wie es soll , leistung oder Schäden hätte ich noch nicht  also ist eine Bewertung schwierig .
Bin zufrieden",1/14/2019 16:33,4,5
Alen S.,"Preis,",1/13/2019 13:40,4,5
Frank B.,Alles in bester Ordnung!!! Macht weiter so !!!,1/12/2019 10:03,4,5
Sali B.,"Guten Morgen,Vielen dank dass Sie kein Problem mit ihnen haben.Ich glaube ich bin froh dass Sie 2019 eine Vertrag mit der Sezene abschließen können,die wir natrülich kennen.
Mit freundlichen Grüßen",12/27/2018 9:11,4,5
Axel L.,Die sehr nette Betreuung von Frau Steinmeier,12/18/2018 16:47,4,5
Elham M.,Bis jetzt  war gut,12/18/2018 13:55,4,5
Christian R.,"Super dass man alles online zur Hand hatte, der Wechsel wurde anstandslos bearbeitet, auch als Einsteiger wurde man gut behandelt. Mich stört einig nur, dass man als Bestandskunde schlechtere Konditionen hat als Neukunden. Nur deshalb wechsele ich.",12/6/2018 14:32,4,5
Cindy S.,bis jetzt kein Schaden also kein Kontakt,12/3/2018 9:15,4,5
Martin J.,Serviceleistungen wurden nicht in Anspruch genommen. Daher keine Aussage möglich.,11/28/2018 15:28,4,5
Sabine D.,"Kann eigentlich nicht wirklich bewerten, da ich die Versicherung noch nicht in Anspruch nehmen musste.",11/16/2018 15:07,4,5
Imad E.,Ich war ganz zufrieden,11/15/2018 14:35,4,5
Monika B.,Günstigster Preis im Vergleich zu anderen Versicherungen,11/15/2018 13:53,4,5
Dietmar P.,"Sehr nette Kundenberaterinnen, im E-Mailverkehr langsam(Frage-Antwort)",11/13/2018 8:34,4,5
PETER K.,Alles super solide und zuverlässig,11/9/2018 15:06,4,5
Maria G.,Kann ich nicht sagen. Ich habe die Versicherung noch nicht in anspruch genommen.,11/9/2018 0:46,4,5
Daiana M.,Im Notfall konnten wir uns auf die Versicherung verlassen und die Mitarbeiter waren immer Freundlich. Die Beratung beim Kundenservice war auch einwandfrei.,11/5/2018 16:31,4,5
Maria V.,Verständlichkeit der vertragsunterlage,11/4/2018 18:26,4,5
Janiene B.,Bis jetzt alles zufriedenstellend,11/2/2018 12:59,4,5
Tibor K.,Der günstigste Anbieter,11/2/2018 7:56,4,5
Doris H.,Preis-Leistung stimmt,10/31/2018 15:11,4,5
zdravko z.,"Alles war in Rahmen..der Vorstellung 
gute Tel. Erreichbarkeit ,in angemessene zeit wurden zu meine Zufriedenheit 
die aufgaben  erledigt",10/31/2018 10:38,4,5
Frank P.,"Keine Unfälle, also auch keine Notwendigkeit in irgendeiner Weise. :-)",10/27/2018 13:23,4,5
Richard M.,reibungsloser kontakt und der preiss...,10/24/2018 16:44,4,5
Robert K.,Bin mit allen zufrieden.,10/24/2018 12:20,4,5
